,Text Length,Average Word Length,Max Word Length,% Special Characters,Language,Sentiment,Subjectivity,Toxicity,Fluency,Formality
75,104,5.5625,14,0.057692307692307696,en,0.3,0.4,0.7936851978302002,0.9647424221038818,0.13669508695602417
77,134,6.105263157894737,20,0.05970149253731343,en,-1.0,1.0,0.5028921365737915,0.12487143278121948,0.0910651683807373
79,125,3.6666666666666665,7,0.056,en,0.0,0.0,0.002858071820810437,0.9355422854423523,0.3630416989326477
80,130,7.1875,20,0.046153846153846156,en,0.8,1.0,0.0009994491701945662,0.8268784284591675,0.3138119578361511
81,137,6.666666666666667,24,0.072992700729927,en,0.0,0.0,0.018348975107073784,0.3652021884918213,0.12051999568939209
82,53,4.4,9,0.03773584905660377,en,-0.4147727272727273,0.7272727272727273,0.08538994193077087,0.8250845074653625,0.5610292553901672
83,91,4.411764705882353,11,0.054945054945054944,en,0.125,0.2,0.3196593225002289,0.8167431354522705,0.14280134439468384
84,133,4.583333333333333,11,0.05263157894736842,en,0.06666666666666665,0.48333333333333334,0.0006600774358958006,0.511532187461853,0.12220442295074463
86,114,4.476190476190476,12,0.017543859649122806,en,0.1,1.0,0.0011991257779300213,0.8308835625648499,0.23864305019378662
89,58,4.9,7,0.05172413793103448,en,-0.7,0.8,0.29256296157836914,0.9400284290313721,0.11710542440414429
91,117,4.619047619047619,9,0.02564102564102564,en,0.07777777777777779,0.7111111111111111,0.015018528327345848,0.9542366862297058,0.41253209114074707
93,57,4.2727272727272725,8,0.03508771929824561,en,-0.5,1.0,0.287395179271698,0.8594339489936829,0.24325335025787354
96,134,5.136363636363637,10,0.029850746268656716,en,0.0,0.0,0.005957286339253187,0.9465176463127136,0.37729161977767944
97,129,6.222222222222222,17,0.08527131782945736,en,0.11212121212121212,0.5515151515151515,0.004961743485182524,0.24516266584396362,0.4663863182067871
98,22,4.75,6,0.13636363636363635,da,0.0,0.0,0.0006988667300902307,0.7997651696205139,0.06645703315734863
99,69,4.384615384615385,8,0.043478260869565216,en,0.8,0.7,0.0010604524286463857,0.44546687602996826,0.033143460750579834
100,140,4.875,10,0.014285714285714285,en,-0.14285714285714285,0.7857142857142857,0.0010036061285063624,0.9579799771308899,0.5011124610900879
101,140,5.130434782608695,14,0.02857142857142857,en,-0.1,0.2,0.0010472079738974571,0.9297777414321899,0.9875641465187073
103,128,3.4482758620689653,9,0.0625,en,-0.85,1.0,0.008615808561444283,0.1974615454673767,0.13265544176101685
105,135,4.666666666666667,11,0.037037037037037035,en,-0.5,0.5,0.002552273916080594,0.12402629852294922,0.2122226357460022
106,38,6.8,10,0.05263157894736842,en,0.0,0.0,0.0011751871788874269,0.9583649039268494,0.23903191089630127
108,94,5.333333333333333,11,0.10638297872340426,en,-0.625,0.9,0.9933987855911255,0.8934518694877625,0.007412612438201904
110,111,4.894736842105263,9,0.0,en,0.07575757575757576,0.39015151515151514,0.0013806393835693598,0.9788708686828613,0.6125009059906006
112,85,6.7272727272727275,17,0.10588235294117647,en,0.0,0.0,0.14301565289497375,0.8901666402816772,0.005118012428283691
115,137,4.956521739130435,10,0.043795620437956206,en,0.25,0.8,0.003051019972190261,0.8069466352462769,0.0997093915939331
116,139,4.185185185185185,11,0.007194244604316547,en,0.4,1.0,0.018207166343927383,0.12405765056610107,0.014618933200836182
118,129,4.909090909090909,10,0.07751937984496124,en,0.012824675324675322,0.3808441558441559,0.0011562202125787735,0.8846437931060791,0.1280537247657776
121,106,4.095238095238095,7,0.02830188679245283,en,0.22000000000000003,0.6766666666666666,0.0015746437711641192,0.462777316570282,0.2338554859161377
122,107,4.4,9,0.08411214953271028,en,-1.0,1.0,0.009234176948666573,0.19246244430541992,0.052250564098358154
125,56,4.181818181818182,8,0.017857142857142856,en,-0.2,0.8,0.9624689817428589,0.9851688146591187,0.17990636825561523
126,27,4.6,8,0.037037037037037035,en,0.5,1.0,0.014724158681929111,0.23509782552719116,0.12306946516036987
128,36,4.285714285714286,8,0.05555555555555555,en,0.0,0.0,0.007559029385447502,0.7216399312019348,0.082760751247406
130,116,4.086956521739131,9,0.04310344827586207,en,-0.10520833333333333,0.6791666666666667,0.29296886920928955,0.12157678604125977,0.12570905685424805
132,130,4.038461538461538,10,0.07692307692307693,en,-0.3,0.3,0.5605707168579102,0.8457156419754028,0.05909323692321777
133,130,3.8518518518518516,7,0.023076923076923078,en,0.4454545454545455,0.5333333333333333,0.0008239142480306327,0.4198089838027954,0.4585449695587158
137,79,4.714285714285714,9,0.0379746835443038,en,2.7755575615628914e-17,0.8,0.009849052876234055,0.7541735172271729,0.3105267882347107
139,49,4.555555555555555,8,0.061224489795918366,en,-0.16666666666666666,0.43333333333333335,0.05121457576751709,0.7494459748268127,0.08325719833374023
140,113,4.181818181818182,9,0.02654867256637168,en,0.2857142857142857,0.5357142857142857,0.02695438079535961,0.13726073503494263,0.21321439743041992
142,137,4.3076923076923075,8,0.08759124087591241,en,0.0,0.0,0.021322699263691902,0.10716897249221802,0.0395238995552063
143,10,4.5,5,0.1,de,0.0,0.0,0.12220467627048492,0.5847331881523132,0.1836208701133728
146,104,5.5625,8,0.07692307692307693,en,-0.016666666666666673,0.28333333333333327,0.2989290654659271,0.905747652053833,0.23313045501708984
149,97,4.157894736842105,8,0.08247422680412371,en,0.0,0.0,0.0008297021850012243,0.11022353172302246,0.023860156536102295
154,99,4.0,10,0.020202020202020204,en,-0.06606060606060607,0.46424242424242423,0.021031219512224197,0.8339241147041321,0.9656152725219727
156,90,5.066666666666666,10,0.044444444444444446,en,0.5,0.8666666666666667,0.0006812734063714743,0.9516017436981201,0.7406356334686279
157,62,3.5,6,0.08064516129032258,en,0.5,1.0,0.0012607842218130827,0.8931640982627869,0.24651235342025757
161,132,6.388888888888889,9,0.11363636363636363,en,-0.4,0.4,0.0052743167616426945,0.7928919196128845,0.24432224035263062
162,111,4.333333333333333,10,0.02702702702702703,en,-0.125,0.875,0.27726468443870544,0.0465053915977478,0.4243011474609375
163,52,3.8181818181818183,7,0.09615384615384616,en,0.0,0.0,0.001253766706213355,0.9370670914649963,0.2442876696586609
164,75,4.428571428571429,9,0.04,en,-0.5909090909090909,0.8484848484848485,0.19002898037433624,0.8111178874969482,0.17117846012115479
166,115,4.523809523809524,10,0.034782608695652174,en,0.13392857142857142,0.6339285714285714,0.0011257007718086243,0.20945286750793457,0.13942623138427734
167,20,3.2,5,0.05,en,-0.25,0.5,0.01641804724931717,0.7268989086151123,0.023182570934295654
171,85,5.615384615384615,10,0.07058823529411765,en,0.0,0.0,0.4578830897808075,0.3748745322227478,0.030415654182434082
172,18,5.333333333333333,8,0.0,tl,0.0,0.0,0.42552879452705383,0.9825525283813477,0.7039977312088013
173,140,4.423076923076923,10,0.007142857142857143,en,-0.6625,0.6,0.819477379322052,0.21505475044250488,0.17341279983520508
174,47,4.333333333333333,8,0.0851063829787234,en,0.0,0.0,0.0012225836981087923,0.9758428931236267,0.17852503061294556
175,104,4.526315789473684,12,0.04807692307692308,en,0.3819444444444444,0.5,0.004956957418471575,0.7799434065818787,0.6209607124328613
176,57,6.125,10,0.05263157894736842,en,0.30000000000000004,0.45,0.0007123943651095033,0.6711203455924988,0.27597010135650635
177,90,3.736842105263158,8,0.022222222222222223,en,0.3666666666666667,0.3,0.0010744736064225435,0.9539551138877869,0.2242477536201477
180,65,5.0,9,0.046153846153846156,en,0.0,0.0,0.02645890973508358,0.7548602819442749,0.11705833673477173
182,103,4.473684210526316,8,0.06796116504854369,en,-0.5,1.0,0.0012000815477222204,0.5171456933021545,0.1595878005027771
183,133,3.962962962962963,12,0.022556390977443608,en,0.3625,0.5,0.0025540883652865887,0.7270195484161377,0.5329650640487671
184,126,4.291666666666667,8,0.007936507936507936,en,-0.3333333333333333,0.6,0.9924688935279846,0.457342267036438,0.06089669466018677
185,86,4.4375,8,0.05813953488372093,en,-0.35,0.4375,0.7685695886611938,0.8721686601638794,0.1189529299736023
186,34,6.0,9,0.058823529411764705,en,0.0,0.0,0.01077704131603241,0.9198672771453857,0.14911586046218872
189,94,5.785714285714286,10,0.0425531914893617,en,-0.23333333333333334,0.45,0.06800533831119537,0.7342982292175293,0.2728618383407593
190,87,4.176470588235294,8,0.022988505747126436,en,0.7,0.6000000000000001,0.0006328527815639973,0.06467431783676147,0.2648712992668152
193,99,3.5454545454545454,7,0.030303030303030304,en,-0.21666666666666667,0.8333333333333334,0.015387172810733318,0.31545889377593994,0.24108976125717163
194,91,4.75,13,0.03296703296703297,en,0.0,0.0,0.000703429919667542,0.8131164908409119,0.37235361337661743
196,73,5.166666666666667,10,0.0821917808219178,en,0.35,0.6,0.0007131534512154758,0.7328341603279114,0.20798444747924805
197,111,3.869565217391304,5,0.05405405405405406,en,0.625,0.8888888888888888,0.048607781529426575,0.11832553148269653,0.05006599426269531
198,30,4.166666666666667,8,0.0,en,0.0,0.0,0.06528686732053757,0.10518443584442139,0.38100308179855347
201,53,4.4,11,0.11320754716981132,en,0.0,0.1,0.0639122799038887,0.8109625577926636,0.02672022581100464
202,85,5.142857142857143,10,0.03529411764705882,en,0.0,0.0,0.0054633719846606255,0.6513886451721191,0.6753354668617249
203,98,3.95,9,0.04081632653061224,en,0.165,0.3275,0.007714367937296629,0.04850989580154419,0.24125123023986816
204,80,3.764705882352941,8,0.0375,en,0.0,0.0,0.014141147024929523,0.8316878080368042,0.021171987056732178
205,139,5.363636363636363,16,0.02877697841726619,en,0.13636363636363635,0.45454545454545453,0.0012025234755128622,0.9078562259674072,0.2192288637161255
206,60,5.1,9,0.08333333333333333,en,1.0,1.0,0.011585856787860394,0.9774211049079895,0.16377323865890503
207,115,4.043478260869565,11,0.043478260869565216,en,-0.2652777777777778,0.4444444444444444,0.282024085521698,0.0880054235458374,0.10999119281768799
208,111,4.090909090909091,7,0.036036036036036036,en,-0.3,0.6,0.07921655476093292,0.6280677914619446,0.22856265306472778
209,117,6.25,17,0.06837606837606838,en,-0.15625,0.39375,0.9888463616371155,0.3085157871246338,0.0398220419883728
210,41,6.0,10,0.12195121951219512,en,0.0,0.0,0.0850285068154335,0.06005537509918213,0.14655476808547974
211,137,4.75,10,0.072992700729927,en,-1.0,1.0,0.0014692650875076652,0.08073955774307251,0.2638772130012512
217,46,4.222222222222222,8,0.043478260869565216,en,0.0,0.0,0.07684984058141708,0.799255907535553,0.020632266998291016
218,15,7.0,7,0.06666666666666667,af,0.0,0.0,0.001424781628884375,0.12505048513412476,0.11846655607223511
219,57,4.2727272727272725,10,0.03508771929824561,en,0.0,0.0,0.021413642913103104,0.6247138977050781,0.15598905086517334
221,18,5.0,5,0.05555555555555555,cy,0.0,0.0,0.6001405715942383,0.6824088096618652,0.16365528106689453
222,115,4.2727272727272725,10,0.02608695652173913,en,0.07666666666666666,0.5,0.0006820919224992394,0.6104066371917725,0.4554941654205322
225,11,5.0,5,0.09090909090909091,en,0.0,0.0,0.5950695872306824,0.7480669617652893,0.1770274043083191
227,148,5.7727272727272725,24,0.06756756756756757,en,0.4681818181818182,0.7272727272727273,0.0006808985490351915,0.4408482313156128,0.1616920828819275
229,121,3.88,7,0.01652892561983471,en,-0.125,0.375,0.6338164210319519,0.5592350363731384,0.443830668926239
230,84,5.071428571428571,11,0.011904761904761904,en,-1.0,1.0,0.049428876489400864,0.05348825454711914,0.11766141653060913
231,136,4.956521739130435,14,0.051470588235294115,en,0.0,0.125,0.2565995752811432,0.8406195640563965,0.2771010398864746
232,53,3.5,6,0.018867924528301886,en,0.2,0.2,0.028147198259830475,0.9177751541137695,0.04550653696060181
234,39,4.714285714285714,7,0.10256410256410256,tl,-0.3,0.5666666666666667,0.04492317512631416,0.921974778175354,0.09342610836029053
236,127,3.740740740740741,8,0.031496062992125984,en,-0.5,1.0,0.05826724320650101,0.9492223262786865,0.6481386423110962
240,113,4.428571428571429,12,0.017699115044247787,en,-0.6999999999999998,0.6666666666666666,0.052031658589839935,0.8655564785003662,0.06747883558273315
242,128,3.9615384615384617,8,0.0390625,en,-0.0625,0.5833333333333334,0.2556460499763489,0.6287752985954285,0.12272900342941284
244,36,4.285714285714286,7,0.08333333333333333,en,0.18333333333333335,0.41666666666666663,0.000840645341668278,0.6249010562896729,0.14891791343688965
245,47,4.875,11,0.0425531914893617,en,0.0,0.0,0.0005762007785961032,0.9248371720314026,0.45559632778167725
246,38,3.875,7,0.05263157894736842,en,0.0,0.0,0.0014112492790445685,0.3557922840118408,0.11820733547210693
247,41,7.4,10,0.12195121951219512,en,-0.6,0.9,0.03414053097367287,0.8643743395805359,0.1718531847000122
248,71,5.545454545454546,14,0.028169014084507043,en,0.0,0.0,0.9937806725502014,0.36036163568496704,0.00842273235321045
249,110,5.0,10,0.1,en,-0.2333333333333333,0.5666666666666668,0.017552748322486877,0.8678687810897827,0.31581705808639526
250,94,5.785714285714286,11,0.11702127659574468,en,0.0,0.0,0.00769128929823637,0.8408709168434143,0.14333462715148926
251,81,5.833333333333333,11,0.12345679012345678,en,0.0,0.0,0.007596585433930159,0.6428962349891663,0.03890722990036011
256,81,4.125,7,0.024691358024691357,en,0.65,0.625,0.08636146783828735,0.21829569339752197,0.11339741945266724
257,121,4.304347826086956,12,0.0743801652892562,en,-0.033333333333333326,0.43333333333333335,0.0009725313284434378,0.6423682570457458,0.019083797931671143
258,97,5.533333333333333,13,0.05154639175257732,en,0.0,0.0,0.0006965232896618545,0.8546371459960938,0.2395317554473877
259,102,3.6363636363636362,8,0.029411764705882353,en,0.0,0.0,0.9574376344680786,0.6828897595405579,0.042116761207580566
260,23,5.0,8,0.0,en,-0.5,1.0,0.5921003818511963,0.9833182096481323,0.9416171312332153
265,56,4.7,11,0.0,en,0.0,0.0,0.002123673213645816,0.9766724109649658,0.9963685274124146
266,56,3.75,8,0.03571428571428571,en,-0.1,0.2,0.027112802490592003,0.1664654016494751,0.34337151050567627
267,139,7.75,25,0.09352517985611511,en,-0.4333333333333333,0.5555555555555555,0.09270548820495605,0.8817815184593201,0.2751060724258423
270,47,4.333333333333333,8,0.06382978723404255,en,1.0,1.0,0.0005603376193903387,0.6002662777900696,0.7566550970077515
271,116,5.5,10,0.0603448275862069,en,0.0,0.5,0.10550548881292343,0.9632349610328674,0.8317292928695679
272,141,4.68,11,0.02127659574468085,en,0.0,0.0,0.023782093077898026,0.3152197003364563,0.11573725938796997
274,118,4.409090909090909,8,0.06779661016949153,en,0.0,0.0,0.0014914944767951965,0.745200514793396,0.739442765712738
275,125,4.478260869565218,12,0.032,en,0.16,0.5399999999999999,0.0007566537824459374,0.34343522787094116,0.22263038158416748
279,52,6.571428571428571,11,0.057692307692307696,en,0.0,0.0,0.000690952583681792,0.9757948517799377,0.08352422714233398
280,63,3.923076923076923,11,0.015873015873015872,en,0.0,0.0,0.06919612735509872,0.24296528100967407,0.04079854488372803
281,73,3.625,7,0.0821917808219178,en,-0.35714285714285715,0.7678571428571428,0.26080742478370667,0.5834928154945374,0.018915951251983643
282,75,4.066666666666666,9,0.05333333333333334,en,0.0,0.0,0.0010302916634827852,0.35960471630096436,0.13085848093032837
285,104,4.833333333333333,12,0.057692307692307696,en,0.0,0.5,0.03657633811235428,0.7088366150856018,0.006975769996643066
286,134,6.9411764705882355,13,0.04477611940298507,en,-0.3333333333333333,0.13333333333333333,0.19387583434581757,0.5556020736694336,0.4533257484436035
289,115,4.523809523809524,11,0.034782608695652174,en,0.45,0.625,0.0006028348580002785,0.8849449157714844,0.3916078805923462
290,132,4.782608695652174,11,0.015151515151515152,en,-0.10000000000000002,0.16666666666666666,0.598588228225708,0.26365166902542114,0.48288190364837646
294,128,7.0625,16,0.0546875,en,-0.03181818181818183,0.45,0.0064477454870939255,0.11274528503417969,0.5134747624397278
295,131,6.277777777777778,16,0.0916030534351145,en,0.0,0.0,0.0008694229181855917,0.7605118155479431,0.2271983027458191
297,33,4.666666666666667,7,0.12121212121212122,en,0.0,0.0,0.04513675346970558,0.4901997447013855,0.009826183319091797
299,47,3.8,7,0.02127659574468085,en,0.2,0.6,0.04574968293309212,0.4093729853630066,0.013575613498687744
300,96,3.85,8,0.03125,en,-0.5666666666666665,0.5555555555555555,0.6264742612838745,0.7470105290412903,0.014698565006256104
301,26,3.5,5,0.0,en,0.0,0.0,0.021287968382239342,0.9468850493431091,0.8585160374641418
303,114,5.052631578947368,11,0.02631578947368421,en,-0.16666666666666666,0.5,0.022360188886523247,0.8969546556472778,0.3918532133102417
305,104,7.076923076923077,15,0.057692307692307696,en,0.25,0.4166666666666667,0.119024857878685,0.7010573744773865,0.2867383360862732
307,55,6.0,17,0.07272727272727272,en,0.0,0.0,0.0012141214683651924,0.9257381558418274,0.251509428024292
309,86,4.375,9,0.08139534883720931,en,-0.08919270833333331,0.7916666666666666,0.15613143146038055,0.6080839037895203,0.011549234390258789
314,33,4.666666666666667,6,0.06060606060606061,en,-0.75,0.7,0.993705689907074,0.029206275939941406,0.05097377300262451
315,140,5.714285714285714,11,0.08571428571428572,en,0.25,0.30000000000000004,0.005638197064399719,0.5512055158615112,0.14890056848526
318,47,4.333333333333333,9,0.02127659574468085,en,-0.24999999999999997,0.2,0.015566524118185043,0.6805558800697327,0.9632649421691895
319,102,4.421052631578948,12,0.049019607843137254,en,-0.6499999999999999,0.7833333333333333,0.010681577026844025,0.947716236114502,0.3548598289489746
320,137,4.52,11,0.043795620437956206,en,-0.5,0.4,0.0008017423679120839,0.839911699295044,0.9642207622528076
322,111,4.894736842105263,25,0.07207207207207207,en,0.5,0.5,0.0015020916471257806,0.8140922784805298,0.25542646646499634
323,133,3.7857142857142856,10,0.045112781954887216,en,-0.4375,0.75,0.8584141731262207,0.8303272128105164,0.32129788398742676
324,71,5.545454545454546,10,0.08450704225352113,en,1.0,1.0,0.002019492443650961,0.962888777256012,0.14517945051193237
325,139,5.666666666666667,13,0.05755395683453238,en,0.0,0.0,0.0011348375119268894,0.8715435266494751,0.26615333557128906
326,113,4.428571428571429,9,0.0,en,-0.20833333333333331,0.37916666666666665,0.8490546941757202,0.6543294191360474,0.3027665615081787
327,64,3.642857142857143,7,0.0625,en,-0.58310546875,0.7,0.9342161417007446,0.8927862644195557,0.006079673767089844
328,76,4.133333333333334,14,0.039473684210526314,en,0.0,0.0,0.8649945259094238,0.9719090461730957,0.25375932455062866
330,127,4.12,8,0.047244094488188976,en,-0.40476190476190466,0.7341269841269841,0.8657675385475159,0.8104949593544006,0.29871708154678345
331,129,6.588235294117647,13,0.07751937984496124,en,-0.403125,0.578125,0.01159223634749651,0.8311402797698975,0.04344397783279419
332,122,4.3478260869565215,9,0.02459016393442623,en,0.13333333333333333,0.26666666666666666,0.002363626379519701,0.8624879717826843,0.3611699342727661
333,64,4.416666666666667,9,0.046875,en,0.0,0.0,0.005289667285978794,0.9293202757835388,0.19483023881912231
336,101,5.375,12,0.0594059405940594,en,0.19999999999999998,0.5666666666666668,0.9661729335784912,0.7642361521720886,0.1785576343536377
337,69,3.6666666666666665,6,0.014492753623188406,en,0.0,0.06666666666666667,0.17063404619693756,0.19696855545043945,0.5673923492431641
338,101,4.666666666666667,11,0.039603960396039604,en,-0.7,0.2,0.01085680816322565,0.9404708743095398,0.9901906251907349
339,88,4.933333333333334,9,0.045454545454545456,en,0.0,0.1,0.1603112369775772,0.4430080056190491,0.03442114591598511
340,126,4.521739130434782,9,0.047619047619047616,en,0.0,0.0,0.4040016531944275,0.8341830372810364,0.4507836699485779
341,60,4.545454545454546,9,0.08333333333333333,en,0.0,0.0,0.02300461195409298,0.8294393420219421,0.10160064697265625
342,128,7.6,21,0.1015625,en,0.0,0.0,0.0007374411798082292,0.894604504108429,0.716238260269165
343,95,5.4,11,0.08421052631578947,en,0.0,0.0,0.005961630959063768,0.939626932144165,0.02188974618911743
345,123,4.083333333333333,9,0.056910569105691054,en,0.3571428571428571,0.5357142857142857,0.7235952615737915,0.5554338693618774,0.4978947043418884
346,78,4.642857142857143,8,0.02564102564102564,en,-0.15,0.6,0.00569191062822938,0.5673916339874268,0.5259372591972351
347,98,4.5,8,0.0,en,-0.11249999999999999,0.3916666666666667,0.8333604335784912,0.9471598267555237,0.38129568099975586
348,121,5.1,13,0.049586776859504134,en,0.09999999999999999,0.47500000000000003,0.07035098969936371,0.5109116435050964,0.13479483127593994
350,131,5.0,13,0.04580152671755725,en,0.16666666666666666,0.5666666666666668,0.0009594104485586286,0.869981050491333,0.64042729139328
351,75,5.333333333333333,10,0.013333333333333334,en,-0.2,0.1,0.00090949353761971,0.18189674615859985,0.38148510456085205
354,115,3.8333333333333335,8,0.017391304347826087,en,0.6,0.55,0.017565375193953514,0.19803708791732788,0.03773355484008789
355,146,4.068965517241379,6,0.03424657534246575,en,-0.08333333333333333,0.7166666666666667,0.022128060460090637,0.6503877639770508,0.2518540024757385
357,125,4.25,11,0.08,en,0.65,0.85,0.04006420075893402,0.8644956946372986,0.15280449390411377
358,87,4.5,14,0.05747126436781609,en,0.0,0.4,0.06790898740291595,0.8692260980606079,0.18284130096435547
359,54,6.857142857142857,15,0.07407407407407407,en,0.3,0.1,0.06592972576618195,0.47591835260391235,0.03586465120315552
360,114,4.476190476190476,10,0.008771929824561403,en,-0.0625,0.6875,0.9751973748207092,0.9230164289474487,0.11079162359237671
361,131,4.739130434782608,8,0.022900763358778626,en,-0.08055555555555555,0.6138888888888889,0.30903133749961853,0.9522426128387451,0.3132401704788208
362,125,4.25,9,0.12,en,0.14166666666666666,0.6666666666666667,0.1595609039068222,0.24574553966522217,0.13933712244033813
364,139,5.363636363636363,11,0.06474820143884892,en,-0.4,0.7,0.0022681851405650377,0.5306481719017029,0.2028018832206726
367,34,4.833333333333333,9,0.0,en,0.0,0.0,0.010198662057518959,0.3973035216331482,0.11632895469665527
368,115,5.105263157894737,11,0.043478260869565216,en,0.0,0.0,0.004049379378557205,0.9649612903594971,0.9103811383247375
369,137,4.52,9,0.0364963503649635,en,0.17222222222222222,0.6444444444444445,0.004581669345498085,0.618752121925354,0.2619778513908386
371,138,4.148148148148148,10,0.014492753623188406,en,-0.703125,0.875,0.2395031601190567,0.9132983684539795,0.40555429458618164
373,33,4.666666666666667,8,0.12121212121212122,tl,-0.5,1.0,0.01541048102080822,0.8812705278396606,0.11584311723709106
375,14,4.0,5,0.07142857142857142,de,0.0,0.0,0.0011394749162718654,0.491377592086792,0.11044788360595703
376,46,3.7,6,0.06521739130434782,en,0.5,0.8888888888888888,0.026048539206385612,0.8422598242759705,0.10918152332305908
377,96,4.388888888888889,9,0.10416666666666667,en,-0.5,0.5,0.014774873852729797,0.6171396374702454,0.13541162014007568
379,44,5.428571428571429,8,0.09090909090909091,en,-0.5,1.0,0.006402495317161083,0.8298218250274658,0.1380736231803894
